,locAbsJitter,std_delta_delta_log_energy,Ed2_1_coef,Ed2_2_coef,tqwt_energy_dec_28,tqwt_energy_dec_34,tqwt_TKEO_mean_dec_1,tqwt_TKEO_mean_dec_13,tqwt_TKEO_std_dec_1,tqwt_medianValue_dec_1,tqwt_medianValue_dec_2,tqwt_medianValue_dec_3,tqwt_medianValue_dec_4,tqwt_medianValue_dec_11,tqwt_meanValue_dec_1,tqwt_meanValue_dec_2,tqwt_meanValue_dec_3,tqwt_meanValue_dec_4,tqwt_meanValue_dec_5,tqwt_meanValue_dec_6,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,tqwt_meanValue_dec_9,tqwt_meanValue_dec_10,class
306,6.15e-05,0.022196,0.00015333,0.00014153,0.09789,0.00019145,3.59e-05,0.00067139,6.76e-05,-1.83e-07,2.49e-05,-6.12e-06,6.63e-06,-0.00018511,-7.26e-21,1.53e-20,1.5e-20,2.75e-21,2.08e-21,3.16e-20,1.26e-19,-3.91e-20,2.79e-20,-1.34e-19,1.0
307,4.45e-05,0.017009,4.54e-07,1.17e-06,0.10985,0.00011185,3.72e-05,0.0010226,7.21e-05,1.01e-05,-4.38e-06,-3.58e-06,2.05e-05,7.58e-06,4.96e-21,4.57e-21,-1.59e-20,6.98e-21,-1.29e-20,-2.01e-20,-8.22e-20,3.97e-20,4.15e-20,1.13e-20,1.0
308,5.13e-05,0.019859,6.55e-05,4.49e-05,0.057067,7.86e-05,2.84e-05,0.00092328,9.35e-05,-5.56e-07,7.87e-06,1.39e-05,-1.46e-05,9.96e-05,6.02e-21,-1.1e-20,-3.23e-21,5.1e-21,-1.2e-20,-5.43e-20,-1.69e-20,6.34e-21,1.52e-20,-5.72e-20,1.0
309,1.75e-05,0.0089354,2.49e-08,1.87e-07,8.71e-06,4.05e-05,9.11e-05,0.028852,0.00019587,-9.37e-06,1.7e-05,7.93e-06,-5.87e-06,2.9e-05,-7.1e-21,-9.47e-22,-4.78e-22,2.52e-21,4.25e-21,7.98e-21,1.76e-22,2.6e-20,-9.7e-21,2.44e-20,0.0
310,3.04e-05,0.011306,0.00016462,0.00035227,0.00027965,5.17e-05,0.00021276,0.019076,0.00046568,2.24e-05,-5.92e-06,-1.43e-05,-5.59e-06,0.00016463,-2.95e-23,3.54e-22,2.05e-20,-3.31e-21,9.79e-22,1.36e-20,-2.31e-20,-1.03e-20,4.66e-20,-1.52e-20,0.0
311,2.62e-06,0.0060454,1.03e-08,5.93e-08,5.69e-06,2.75e-05,8.12e-05,0.029103,0.00017435,9.23e-06,8.06e-06,2.62e-06,-5.46e-06,-0.00016031,3.89e-21,-1.42e-22,9.52e-21,1.17e-20,-9.3e-21,-2.44e-20,-7.05e-22,-1.27e-20,4.11e-20,6.21e-20,0.0
312,3.97e-06,0.0087467,1.63e-08,2.29e-07,7.86e-05,9.28e-06,5.49e-07,0.0023685,1.64e-06,1.11e-06,-4.71e-07,-2.43e-20,7.9e-07,-3.45e-05,-4.34e-21,-4.99e-21,-3.05e-21,1.27e-22,0.0,5.18e-21,-5.64e-21,-3.59e-21,1.53e-20,-8.07e-21,1.0
313,2.42e-05,0.023263,0.00011637,0.00031414,0.00011156,1.59e-05,5.98e-07,0.0015093,6.24e-06,-8.08e-07,2.39e-06,-4.86e-20,2.03e-06,1.09e-05,2.48e-21,-4.71e-21,5.16e-21,2.04e-22,1.22e-22,1.25e-21,-7.93e-21,2.01e-21,3.43e-21,-2.24e-20,1.0
314,4.49e-05,0.048478,0.00010307,0.00030332,7.67e-05,6.15e-06,5.76e-07,0.0020131,9.06e-07,2.49e-06,-9.07e-07,-8.5e-20,2.45e-06,1.54e-05,8.85e-23,-4.45e-22,6.37e-22,4.43e-22,3.26e-21,3.4e-22,3.9e-21,-2.56e-21,2.13e-20,-7.47e-22,1.0
315,1.03e-05,0.016976,1.57e-05,0.0002285,6.21e-05,2.83e-05,4.47e-06,0.015479,3.75e-05,2.13e-06,2.12e-06,1.5e-06,-1.78e-05,4.21e-05,1.43e-20,-2.2e-21,1.2e-20,2.17e-20,-2.32e-21,-1.5e-20,4.37e-20,-1.88e-20,2.03e-21,-3.32e-20,1.0
316,3.56e-05,0.012387,4.85e-08,2.28e-07,6.11e-05,3.67e-05,1.06e-05,0.0060285,3.21e-05,-5.75e-07,4.38e-06,1.64e-07,-1.67e-05,4.69e-06,-2.43e-21,1.01e-21,-5.15e-21,1.82e-20,-1.01e-21,-1.01e-20,-9.95e-21,-2.41e-20,1.69e-20,3.17e-20,1.0
317,3.15e-05,0.017895,3.7e-06,2.26e-06,0.00035032,0.0001139,2.22e-05,0.0025615,4.69e-05,-1.32e-05,3.3e-06,4.8e-06,-2.38e-05,4.4e-05,-7.08e-22,-7.89e-21,2.44e-21,-7.01e-21,-1.36e-20,-1.01e-20,-1.18e-20,1.8e-20,-6.22e-21,1.72e-20,1.0
318,2.99e-05,0.017404,5.77e-09,3.67e-08,0.12786,1.05e-05,3.47e-07,3.17e-05,5.72e-07,-7.37e-08,3.92e-07,-1.34e-20,-1.09e-07,-1.79e-05,-3.72e-22,9.74e-23,6.23e-22,-3.31e-22,-3.36e-22,9.27e-22,-1.93e-21,-4.78e-21,3.49e-21,1.6e-21,1.0
319,4.18e-05,0.011601,6.01e-09,1.25e-07,0.11284,2.12e-05,3.64e-07,2.37e-05,3.87e-06,-9.62e-07,1.15e-07,1.15e-19,-1.45e-06,2.19e-06,-1e-21,-1.29e-20,9.35e-22,8.92e-22,3.06e-23,1.84e-22,-1.98e-21,7.4e-22,-2.28e-21,-1.04e-20,1.0
320,5.46e-05,0.019945,1.14e-08,2.83e-07,0.14392,1.57e-05,5.93e-07,6.15e-05,1.1e-06,1.46e-06,-5.14e-07,5.1e-19,1.08e-07,2.76e-05,-3.69e-23,1.24e-22,-1.12e-21,-1.82e-22,-2.5e-22,2.77e-21,-2.98e-21,-2.33e-21,2.76e-21,1.14e-21,1.0
321,1.04e-05,0.0043908,8.94e-09,1e-07,4.47e-05,2.64e-06,1.39e-07,0.0010423,7.58e-07,-1.97e-09,3.6e-07,-6.07e-20,1.07e-06,-3.2e-05,1.48e-21,1.98e-21,8.71e-22,1.82e-21,-9.18e-23,5.87e-22,-8.1e-21,-3.7e-21,6.28e-21,5.94e-21,1.0
322,1.09e-05,0.0072233,6.93e-09,5.82e-08,2.63e-05,1.24e-06,1.39e-07,0.0042538,2.07e-07,1.72e-07,-1.05e-06,6.98e-20,-1.63e-06,-2.22e-05,-1.03e-22,5.31e-22,1.43e-22,9.56e-23,1.53e-23,-2.57e-22,5.35e-21,3.59e-21,-2.04e-20,9.85e-21,1.0
323,1.04e-05,0.0096708,7.85e-09,5.78e-08,8.15e-05,3.34e-06,1.73e-07,0.00065345,4.05e-07,2.21e-06,-3.56e-07,3.64e-20,1.5e-06,8.15e-07,-2.95e-22,4.16e-22,6.08e-22,-7.2e-22,-9.18e-23,3.4e-22,1.87e-21,1.63e-21,5.13e-21,-2.47e-21,1.0
324,1.65e-05,0.034213,2.29e-07,1.07e-06,1.19e-05,7.7e-07,7.58e-06,0.0010999,3.17e-05,-4.18e-07,-1.44e-06,3.58e-06,1.09e-06,-0.00012823,4.25e-21,-8.14e-21,7.9e-21,8.67e-21,1.05e-20,3.08e-21,-6.52e-21,-4.44e-21,1.45e-20,-3.04e-20,1.0
325,1.08e-05,0.030994,2.61e-07,1.85e-06,2.67e-05,8.13e-07,4.1e-06,0.0012115,1.27e-05,-9.46e-07,5.13e-07,6.22e-07,2.23e-06,-3.09e-05,-1.83e-21,1.42e-21,-2.06e-21,3.3e-21,9.48e-22,2.74e-22,-1.34e-21,-7.41e-21,8.94e-21,2.84e-20,1.0
326,5.57e-06,0.034468,4.24e-08,4.76e-07,1.21e-05,1.45e-06,7.65e-06,0.0015601,2.12e-05,1.87e-07,7.49e-07,1.69e-07,-1.63e-06,-4.54e-06,-4.22e-21,3.19e-21,-5.93e-21,4.3e-21,3.36e-21,6.64e-21,2.68e-20,1.27e-20,-1.02e-19,5.56e-21,1.0
327,3.97e-06,0.019611,8.05e-09,1.4e-07,3.78e-05,4.5e-06,2.57e-07,0.0022824,1.12e-05,-8.09e-07,1.15e-06,1.21e-19,-1.15e-06,7.86e-05,-3.78e-21,-7.08e-22,2.97e-21,2.14e-21,-1.53e-21,7.78e-21,3.52e-21,-6.98e-21,-5.3e-20,3.35e-21,1.0
328,3.34e-06,0.018279,1.42e-08,8.41e-08,7.98e-05,1.31e-05,1.81e-07,0.0030274,1.24e-06,-4.14e-07,7.45e-08,9.71e-20,-2.02e-06,0.00013919,1.36e-21,3.54e-22,-1.91e-21,-2.59e-21,-4.59e-23,-1.36e-21,4.93e-21,-2.23e-20,-9.7e-21,4.17e-21,1.0
329,6.16e-06,0.020121,7.55e-08,2.01e-07,4.89e-05,4.08e-06,2.07e-07,0.0003299,9.29e-06,6.96e-07,1.58e-07,-1.4e-19,9.18e-08,5.2e-05,7.38e-21,2.48e-22,-3.48e-21,1.01e-20,-6.73e-22,-1.26e-20,-1.2e-20,5.07e-21,2e-20,-2.13e-20,1.0
330,2.01e-05,0.028791,0.00020917,0.00056393,0.11172,6.62e-05,1.76e-07,1.92e-06,2.17e-07,-5.55e-08,1.21e-06,3.56e-07,-1.16e-07,5.93e-07,-4.43e-23,5.4e-22,-1.8e-21,-3.25e-22,-7.8e-22,2.06e-21,2.2e-23,1.56e-21,3.49e-22,-8.56e-22,1.0
331,1.01e-05,0.012539,6.4e-05,3.16e-05,0.091415,3.76e-05,1.41e-07,1.08e-05,2.34e-07,-1.79e-07,5.55e-07,-5.41e-07,3.27e-09,-1.35e-05,3.98e-22,3.89e-22,3.03e-22,-3.69e-21,2.48e-21,-3.47e-21,1.17e-21,2.11e-22,-3.55e-21,-1.9e-21,1.0
332,1.32e-05,0.017545,5.3e-09,5.75e-08,0.093341,4.82e-05,6.51e-08,2.57e-06,8.43e-08,2.81e-07,-1.56e-07,6.26e-07,5.48e-07,4.44e-06,4.06e-23,-2.59e-22,8.74e-22,1.56e-21,-3.27e-21,2.27e-21,6.17e-22,1.31e-21,2.85e-22,8.75e-22,1.0
333,2.35e-05,0.010761,9.64e-09,1.09e-07,0.00019123,1.05e-05,4.07e-07,0.0013456,6.3e-07,-1.07e-06,-6.47e-08,-4.19e-19,-1.85e-07,-2.87e-05,1.11e-21,4.16e-22,1.09e-21,-1.13e-21,4.05e-22,6.88e-22,1.89e-21,-6.5e-21,5.73e-21,2.02e-21,0.0
334,1.99e-05,0.013936,1.68e-08,1.05e-07,4.1e-05,2.46e-06,1.06e-06,0.033066,7.31e-06,5.49e-07,3.4e-06,-7.28e-19,2.3e-06,-0.00010998,1.77e-21,-4.25e-22,-3.91e-21,2.65e-21,0.0,-8.08e-22,-3.61e-21,2.64e-21,1.08e-20,-3.96e-21,0.0
335,1.64e-05,0.011994,1.23e-08,8.13e-08,6.46e-05,4.98e-06,1.45e-06,0.0087099,1.08e-05,1.72e-06,4.46e-07,4.37e-19,8.11e-06,0.00014698,-4.48e-21,-1.77e-21,-2.34e-21,2.96e-21,1.96e-21,-2.08e-20,1.04e-20,1.08e-20,3.04e-20,-1.83e-21,0.0
336,3.77e-05,0.019372,3.92e-07,1.03e-06,3.25e-05,2.16e-06,1.34e-06,0.00024561,2.68e-06,-4.94e-07,-1.47e-06,1.34e-19,-8.22e-08,5.16e-07,-1.24e-21,-5.58e-22,8.71e-22,-1.27e-23,-5.05e-22,1.28e-22,6.65e-21,3.17e-21,9.51e-23,-3.04e-22,1.0
337,4.77e-05,0.02358,1.14e-07,1.05e-06,5.3e-05,3.82e-06,6.34e-07,0.00012163,3.34e-05,1.99e-06,1.57e-06,4.86e-20,1.4e-06,-6.5e-06,1.16e-20,-1.7e-21,-4.5e-21,1.34e-20,0.0,-2.16e-20,1.06e-21,1.44e-20,4.01e-20,-6.52e-20,1.0
338,2.81e-05,0.018551,5.65e-08,3.35e-07,5.43e-05,4.3e-06,7.12e-07,0.00040321,1.37e-06,-3.54e-06,1.08e-06,3.4e-19,-4.64e-07,4.68e-06,5.31e-22,-9.12e-22,2.6e-22,-7.65e-22,3.09e-21,-1.95e-21,2.11e-21,7.27e-21,1.07e-20,-6.17e-21,1.0
339,1.69e-05,0.070491,0.0028878,0.0025165,0.014171,0.00011666,1.05e-07,4.19e-05,2.64e-07,4.73e-07,-4.03e-07,-3.95e-20,-8.44e-08,-1.84e-06,0.0,-3.01e-22,1.55e-21,-2.77e-21,0.0,8.9e-22,-1.96e-21,-1.53e-21,1.08e-21,-1.03e-21,1.0
340,0.000179232,0.021951,0.00042776,0.00019218,0.012823,8.21e-06,3.05e-07,0.0010024,5.53e-07,-1.79e-07,7.03e-07,-7.13e-20,-1.42e-06,-8.52e-06,3.65e-22,-2.38e-22,2.7e-22,4.03e-22,-1.01e-22,-7.02e-22,-1.02e-21,2.85e-21,5.5e-21,1.15e-21,1.0
341,8.11e-05,0.015914,0.00053912,0.00094123,0.010575,7.73e-06,2.77e-07,0.0010158,2.25e-06,-1.71e-06,3.17e-07,-5.46e-20,-1.49e-06,-5.58e-05,-7.38e-22,-1.03e-21,2.25e-21,1.53e-22,2.02e-21,5.29e-21,-4.8e-21,-3.65e-21,2.54e-22,0.0,1.0
342,7.47e-06,0.010664,1.69e-08,8.57e-08,0.00012719,1.46e-05,1.12e-06,0.011473,6.54e-05,3.08e-07,1.29e-06,-5.34e-19,1.77e-06,5.41e-05,-2.95e-21,-1.66e-20,-8.84e-21,-2.57e-20,-1.03e-20,8.22e-21,3.03e-20,-8.29e-20,1.23e-19,-4.75e-20,1.0
343,9.95e-06,0.011284,5.97e-09,5.13e-08,2.65e-05,3.61e-07,5.93e-07,0.010037,1.5e-06,-2.49e-06,-4.87e-07,1.7e-19,3.44e-06,-0.00011849,-5.03e-22,6.79e-22,1.14e-21,4.72e-22,-4.78e-23,-1.47e-21,2.83e-20,5.51e-20,5.51e-20,-7.22e-20,1.0
344,7.82e-06,0.0097404,6.19e-09,3.84e-08,3.86e-05,1.42e-06,5.08e-07,0.007463,5.62e-06,2.78e-07,2.43e-06,9.71e-20,-1.59e-06,5.08e-05,3.07e-21,-8.5e-22,1.91e-21,2.6e-21,1.84e-22,-1.48e-20,1.53e-20,-4.5e-20,6.29e-20,-3.26e-20,1.0
345,8.6e-06,0.019394,1.39e-08,9.14e-08,7.15e-05,7.67e-06,1.38e-06,0.0016095,2.78e-05,-3.92e-07,-7.5e-07,-2.49e-07,7.58e-07,6.31e-05,4.72e-21,-1.83e-20,6.71e-21,7.24e-21,2.51e-20,4.18e-21,-1.09e-20,1.69e-20,7.46e-20,-7.98e-20,1.0
346,1.38e-05,0.027213,1.64e-08,1.48e-07,7.05e-05,6.61e-06,1.72e-06,0.00035907,6.25e-06,-1.07e-06,-2.64e-06,2.42e-06,2.23e-06,-1.66e-05,-1e-21,3.72e-22,8.58e-21,-1.18e-20,-1.38e-20,-8.22e-21,-6.43e-21,3.43e-20,-1.35e-20,5.33e-21,1.0
347,1.29e-05,0.018696,1.84e-08,1.94e-07,3.53e-05,5.1e-06,2.07e-06,0.001247,4.82e-06,9.07e-08,3.01e-07,-5.35e-07,-2.47e-06,5.12e-05,-2.58e-21,-1.95e-21,-3.72e-23,6.37e-21,3.3e-21,3.3e-21,-1.61e-20,3.15e-20,3.6e-20,-9.44e-21,1.0
348,2.78e-05,0.021424,9.36e-08,1.08e-06,0.010432,0.00021941,3.93e-05,0.0015803,7.42e-05,1.28e-05,-5.67e-06,3.36e-06,-4.09e-05,6.63e-05,4.72e-21,-3.89e-22,2.63e-20,2.91e-21,-3.23e-21,-4.47e-20,1.04e-19,-2.66e-20,-4.11e-20,5.3e-20,1.0
349,2.93e-05,0.016531,4.8e-08,6.38e-07,0.00072939,7.34e-05,7.64e-06,0.00097873,1.6e-05,-9.87e-06,7.47e-06,-1.28e-06,-2.09e-06,3.25e-05,-2.71e-21,1.97e-21,-1.19e-21,-6.78e-21,7.86e-21,2.92e-20,5.17e-20,3.8e-20,-1.68e-20,-1.35e-20,1.0
350,5.97e-05,0.016006,3.42e-05,0.00010092,0.0027768,4.4e-05,5.69e-06,0.00069546,1.39e-05,-2.58e-06,-4.28e-06,4.84e-06,-2.21e-05,1.21e-05,-9.5e-21,1.13e-21,1.44e-21,-1.27e-20,-1.06e-20,1.45e-20,4e-20,-2.94e-20,-2.03e-21,-1.61e-20,1.0
351,4.69e-06,0.0067203,6.03e-09,3.98e-08,7.65e-05,9.38e-06,1.59e-07,0.00032444,2.61e-07,-1.24e-06,8.16e-07,-7.62e-19,-2.72e-07,3.05e-06,-3.39e-22,8.41e-23,-9.03e-23,-4.65e-22,-3.06e-23,-6.97e-22,8.81e-22,7.66e-22,-2.25e-21,5.86e-21,1.0
352,2.37e-05,0.011005,6.05e-05,0.00011721,0.00053739,1.14e-05,1.86e-07,0.00039416,2.82e-07,-1.3e-06,1.58e-06,2.96e-20,-1.19e-07,-1.11e-05,3.89e-22,-5.16e-22,2.66e-24,1.04e-22,7.07e-23,1.15e-22,-2.91e-21,1e-21,1.89e-21,4.72e-21,1.0
353,5.07e-05,0.019604,0.0002317,0.00041994,0.00074778,2.76e-05,1.39e-07,8.41e-05,2.06e-06,-5.68e-07,8.47e-07,-7.44e-20,6.92e-08,-1.54e-05,2.86e-21,5.13e-22,-2.04e-21,-1.5e-21,3.06e-23,-6.24e-22,-4.62e-21,2.48e-21,-1.59e-20,-1.22e-21,1.0
354,4.41e-06,0.01612,9.55e-09,1.3e-07,0.00022147,1.47e-05,1.78e-06,0.00023127,4.49e-06,8.01e-07,5.16e-07,8.98e-07,-1.06e-06,-3.98e-05,-2.54e-21,1.5e-22,-3.44e-21,9.37e-22,7.19e-22,-7.93e-21,5.18e-21,1.56e-20,-8.35e-21,3.3e-21,1.0
355,5.53e-06,0.018623,1.78e-08,1.53e-07,0.00061488,1.95e-05,1.86e-06,0.00014911,4.94e-06,-1.56e-07,-1.17e-07,-2.56e-07,-5.42e-07,-1.95e-07,-5.02e-22,5.66e-22,-7.59e-21,-2.33e-21,8.26e-22,3.16e-21,-3.74e-21,3.33e-21,-5.45e-21,-9.13e-21,1.0
356,5.25e-06,0.016568,1.14e-08,9.82e-08,0.00082912,3.2e-05,6.51e-07,7.68e-05,1.31e-06,2.32e-09,-4.72e-07,-7.55e-07,9.47e-07,2.63e-06,7.15e-22,9.56e-22,6.69e-22,-5.74e-23,1.41e-21,-3.21e-22,3.63e-22,-1.04e-21,-1.08e-21,-2.89e-21,1.0
357,2.93e-06,0.0097347,9.1e-09,1.31e-07,1.93e-05,9.76e-05,3.15e-06,0.053235,6.32e-06,4.49e-06,-6.78e-07,3.75e-06,1.98e-06,-0.00013359,3.95e-21,-8.76e-22,1.59e-21,2.13e-21,3.67e-22,2.94e-22,2.77e-20,3.38e-20,-1.34e-20,-2.1e-20,0.0
358,3.47e-06,0.0081512,4.01e-09,1.15e-07,2.12e-07,8.56e-06,1.63e-06,0.049047,6e-06,2.05e-06,9.96e-07,-1.76e-06,3.2e-06,0.00014501,1.03e-21,1.4e-21,3.59e-21,-7.14e-22,3.46e-21,-2.13e-21,1.93e-20,5.47e-20,2.94e-20,6.09e-21,0.0
359,5.96e-06,0.0089285,5.47e-09,9.52e-08,3.91e-05,5.43e-05,1.31e-06,0.036633,2.12e-05,-2.16e-06,1.09e-06,-1.3e-06,-1.81e-07,-5.43e-05,6.25e-21,-5.7e-21,-9.35e-21,-1.53e-21,-1.84e-21,1.98e-20,1.57e-20,-1.14e-20,-1.01e-20,-3.53e-20,0.0
360,9.11e-06,0.0085533,3.38e-05,4.13e-05,0.0002767,8.79e-06,7.25e-07,0.0036443,1.27e-06,1.65e-06,-8.64e-07,1.82e-20,5.56e-07,-0.00013791,2.95e-23,1.03e-21,-2.4e-21,2.42e-21,1.68e-21,1.69e-21,-2.95e-21,2.01e-21,-5.96e-21,7.92e-21,1.0
361,1.64e-05,0.0073723,0.00027149,0.00023172,0.00062946,5.73e-06,2.76e-07,0.0013077,3.75e-07,-8.63e-07,-1.22e-06,-1.68e-18,2.91e-06,9.78e-06,3.18e-22,-1.77e-22,3.11e-22,4.68e-22,3.46e-22,-1.05e-21,-2.1e-21,3.45e-21,-1.9e-21,-4.88e-21,1.0
362,1.27e-05,0.0098134,0.00020067,0.0001845,0.00054166,5.24e-06,3.62e-07,0.0013566,6.16e-07,-6.66e-07,-1.32e-07,8.95e-20,-1.29e-06,9.67e-05,-2.54e-21,4.25e-22,9.51e-22,-2.93e-22,-2.29e-22,-1.52e-21,5.29e-22,-2.96e-21,-5.52e-21,-1.35e-20,1.0
363,2.94e-05,0.0086749,0.00026691,0.00032285,0.00094396,3.31e-05,7.11e-06,0.0073303,1.64e-05,3.17e-07,-3.26e-06,2.77e-06,1.67e-07,4.06e-06,-5.02e-22,2.6e-21,1.75e-22,-2.15e-21,-5.57e-21,-3.67e-23,-7.68e-20,-3.36e-20,-1.24e-19,2.28e-20,1.0
364,3.37e-05,0.0082815,2.48e-05,2.26e-05,0.0070474,5.06e-05,1.92e-06,0.0017347,4.22e-05,1.16e-06,-2.15e-06,6.19e-07,-3.18e-07,-6.44e-06,2.36e-22,-8.5e-22,2.04e-21,9.79e-21,0.0,2.79e-21,-3.45e-20,1.92e-20,5.33e-20,-8.46e-20,1.0
365,4.04e-05,0.0086659,0.00022534,0.0004465,0.0010964,7.03e-05,1.75e-06,0.0032846,1.91e-05,-3.6e-06,1.55e-06,-1.31e-07,-2.74e-06,1.92e-05,-4.96e-21,-7.51e-21,1.91e-21,7.65e-22,-4.47e-21,-5.73e-21,2.64e-21,9.73e-21,1.27e-21,2.92e-20,1.0
366,4.68e-06,0.012213,1.81e-08,9.06e-08,4.71e-05,3.09e-06,8.6e-07,0.00077347,1.79e-05,3.06e-07,-2.19e-08,6.68e-20,-1.17e-06,4.62e-06,1.42e-21,2.9e-21,-3.14e-21,1.07e-21,-6.12e-23,-3.96e-21,2.66e-20,5.07e-21,2.03e-20,-1.64e-20,1.0
367,9.09e-06,0.012305,3.39e-08,1.51e-07,8.52e-05,3.05e-06,4.04e-07,0.0017435,1.67e-05,-1.26e-07,-2.81e-08,1.03e-19,-1.07e-06,9.24e-06,2.27e-20,1.13e-20,1.06e-21,-1.43e-20,-3.67e-22,-1.44e-20,2.91e-20,1.29e-20,2.03e-21,1.1e-20,1.0
368,9.47e-06,0.011179,2.98e-08,1.14e-07,4.22e-05,3.61e-06,3.25e-07,0.0019864,4.52e-07,-1.46e-06,-1.16e-07,-1.21e-20,-6.83e-07,3.1e-05,-3.69e-22,-1.55e-22,-4.89e-22,0.0,-1.22e-22,-2.2e-22,-1.06e-21,9.3e-21,-1.65e-21,4.53e-21,1.0
369,2.74e-06,0.004983,2.31e-08,7.51e-08,2.85e-05,4.06e-05,7.58e-06,0.0085323,3.03e-05,1.99e-06,-1.42e-06,2.17e-06,-1.93e-05,-0.00010817,6.25e-21,6.73e-22,-6.12e-21,-5.1e-22,-1.15e-20,1.76e-20,-4.05e-21,1.54e-20,7.86e-20,-5.18e-21,0.0
370,9.17e-06,0.0036798,1.15e-08,9.12e-08,2.94e-05,3.79e-05,2.31e-05,0.0053291,5.31e-05,-4.56e-06,-1.82e-06,-3.31e-06,8.23e-06,9.74e-05,7.73e-21,2.44e-21,-5.91e-21,5.86e-21,2.03e-21,-5.46e-21,-6.33e-21,-1.14e-20,4.12e-20,2.4e-21,0.0
371,3.1e-06,0.004651,4.87e-08,1.52e-07,3.23e-05,2.67e-05,9.94e-06,0.005277,2.12e-05,2.74e-06,-1.11e-06,-1.59e-06,3.85e-06,-2.77e-05,-6.25e-21,-3.4e-21,2.55e-21,6.27e-21,-4.28e-21,4.55e-21,-1.21e-20,-1.33e-20,6.09e-21,3.47e-20,0.0
372,3.9e-05,0.017056,3.7e-08,3.74e-07,0.00035969,3.82e-05,9.53e-05,0.00026278,0.00023141,-2.7e-06,-1.03e-06,2.67e-06,-8.33e-06,-2.41e-05,-6.12e-22,-7.47e-21,6.27e-21,-1.11e-20,5.93e-21,3.19e-21,-5.97e-21,1.26e-20,-1.01e-21,6.7e-21,1.0
373,1.86e-05,0.02334,3.69e-08,4.53e-07,0.00025195,2.04e-05,7.01e-05,0.00034362,0.00017906,-2.03e-06,-5.67e-06,-3.79e-06,7.91e-06,1.58e-06,1.33e-22,-1.56e-21,6.12e-21,-2.14e-21,9.54e-21,-1.04e-20,-8.81e-21,-4.97e-21,-1.05e-20,1.46e-20,1.0
374,1.62e-05,0.017825,7.89e-08,4.57e-07,0.0003182,1.28e-05,5.2e-05,0.00011864,0.00012239,-4.51e-06,3.89e-06,-1.81e-06,-3.32e-07,2.06e-05,2.69e-21,2.99e-21,-5.99e-21,4.35e-21,2.52e-22,-1.24e-20,-9.25e-22,6.29e-21,2.98e-21,3.88e-21,1.0
375,3.32e-06,0.0073518,7.65e-09,6.72e-08,2.6e-05,4.83e-05,5.11e-06,0.032069,1.56e-05,6.97e-07,9.76e-07,9.53e-07,-4.71e-06,0.00011674,3.54e-21,-6.73e-22,6.54e-21,7.85e-21,-3.55e-21,-8.74e-21,2.45e-20,-4.76e-21,6.67e-20,-7.31e-21,0.0
376,3.05e-06,0.0047157,7.84e-09,3.28e-08,3.96e-05,2.38e-05,4.5e-06,0.0096202,1.37e-05,-1.03e-06,2.02e-06,-2.43e-06,-6.74e-06,0.00015084,4.07e-21,-2.66e-21,-6.8e-21,-2.85e-21,-2.69e-21,-8.66e-21,-4.32e-21,-2.75e-21,3.62e-20,4.5e-20,0.0
377,7.18e-06,0.0095375,0.00012121,4.2e-05,0.00038875,1.83e-05,1.35e-06,0.0038644,6.52e-05,-2.56e-07,-7.87e-07,1.85e-06,-2.44e-06,-1.25e-05,-9.68e-21,1.47e-20,2.01e-20,-3.06e-22,2.45e-22,-1.85e-20,2.82e-21,-5.16e-20,1.27e-20,6.94e-20,0.0
378,1.83e-05,0.011255,1.19e-08,1.15e-07,0.016131,9.13e-07,5.35e-07,0.011671,2.17e-05,3.89e-09,-1.89e-06,-1.61e-19,-2.02e-07,0.00015271,-2.01e-21,6.09e-21,-2.85e-21,1.38e-20,1.22e-22,1.17e-21,-8.81e-22,2.56e-20,4.59e-20,1.34e-20,1.0
379,1.87e-05,0.0077495,6.8e-09,1.19e-07,0.023089,1.88e-06,6.68e-07,0.0027695,6.23e-06,2.28e-06,1.84e-07,1.48e-20,1.25e-07,0.00018493,-5.25e-21,-1.2e-21,2.06e-21,3.36e-21,3.79e-21,4.33e-21,1.59e-20,5.71e-21,-6.6e-20,9.59e-21,1.0
380,1.84e-05,0.011192,8.66e-09,7.44e-08,0.020128,8.12e-06,8.53e-07,0.0040512,2.11e-05,9.33e-07,1.93e-06,-3.52e-19,1.43e-07,1.38e-05,8.85e-21,1.44e-20,-1.61e-21,-2.14e-21,1.22e-22,-3.67e-21,-4.58e-21,-1.5e-20,9.39e-21,2.01e-20,1.0
381,2.91e-05,0.0193,2e-08,2.63e-07,0.016821,7.94e-06,1.1e-06,9.61e-05,2.9e-06,-5.24e-07,-5.37e-07,2.9e-07,1.61e-06,7.41e-06,-8.78e-22,1.55e-21,1.45e-21,4.04e-21,8.01e-21,-1.53e-21,-6.13e-21,-7.48e-21,2e-20,1.25e-20,1.0
382,3.17e-05,0.015707,2.44e-08,2.59e-07,0.017464,5.07e-06,1.88e-06,0.00026896,5.25e-06,-2.1e-07,-2.14e-07,-1.44e-07,6.12e-07,-9.58e-06,-1.36e-21,1.3e-21,1.23e-21,9.94e-22,-6.21e-21,1.95e-21,-4.49e-21,7.82e-21,-1.65e-21,3.04e-22,1.0
